artist_name,image_url,painting_name,price_gbp,price_gbp_est,price_usd,price_usd_est,sale_date
Peter Doig,./Peter_Doig_files/2016_CKS_11795_0018_000(peter_doig_the_architects_home_in_the_ravine053728).jpg,The Architect's Home in the Ravine,11282500.0,"[10000000.0, 15000000.0]",13426175.0,"[11900000.0, 17850000.0]",2016-02-10
